"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2024","3,274.61","3,276.56","3,305.06","3,267.14","","-0.06%"
"06/05/2024","3,276.56","3,296.34","3,302.71","3,276.12","","-0.60%"
"06/04/2024","3,296.34","3,270.21","3,302.64","3,262.12","","0.80%"
"06/03/2024","3,270.21","3,261.02","3,281.49","3,250.37","","-0.16%"
"05/30/2024","3,275.38","3,294.69","3,303.99","3,268.60","","-0.59%"
"05/29/2024","3,294.69","3,290.14","3,312.99","3,285.03","","0.14%"
"05/28/2024","3,290.14","3,314.84","3,317.67","3,286.86","","-0.75%"
"05/27/2024","3,314.84","3,284.91","3,317.05","3,284.91","","0.91%"
"05/24/2024","3,284.91","3,322.49","3,330.37","3,283.43","","-1.13%"
"05/23/2024","3,322.49","3,360.55","3,360.55","3,314.70","","-1.13%"
"05/22/2024","3,360.55","3,354.02","3,367.43","3,345.44","","0.19%"
"05/21/2024","3,354.02","3,366.04","3,366.04","3,343.43","","-0.36%"
"05/20/2024","3,366.04","3,355.14","3,377.47","3,353.65","","0.32%"
"05/17/2024","3,355.14","3,321.22","3,355.14","3,308.27","","1.02%"
"05/16/2024","3,321.22","3,307.43","3,337.21","3,307.23","","0.42%"
"05/15/2024","3,307.43","3,333.99","3,334.20","3,305.55","","-0.80%"
"05/14/2024","3,333.99","3,342.58","3,353.66","3,325.82","","-0.26%"
"05/13/2024","3,342.58","3,345.84","3,351.30","3,318.15","","-0.10%"
"05/10/2024","3,345.84","3,344.69","3,354.34","3,323.03","","0.03%"
"05/09/2024","3,344.69","3,313.28","3,349.67","3,313.28","","0.95%"
"05/08/2024","3,313.28","3,341.56","3,341.56","3,311.73","","-0.85%"
"05/07/2024","3,341.56","3,340.38","3,347.54","3,331.12","","0.04%"
"05/06/2024","3,340.38","3,286.48","3,349.04","3,286.48","","1.64%"
"04/30/2024","3,286.48","3,301.96","3,311.80","3,286.48","","-0.47%"
"04/29/2024","3,301.96","3,261.50","3,322.22","3,258.55","","1.24%"
"04/26/2024","3,261.50","3,211.56","3,265.27","3,211.56","","1.56%"
"04/25/2024","3,211.56","3,203.78","3,224.65","3,189.21","","0.24%"
"04/24/2024","3,203.78","3,190.68","3,206.71","3,180.75","","0.41%"
"04/23/2024","3,190.68","3,212.36","3,215.46","3,185.25","","-0.67%"
"04/22/2024","3,212.36","3,223.11","3,238.62","3,210.15","","-0.33%"
"04/19/2024","3,223.11","3,249.72","3,249.72","3,211.54","","-0.82%"
"04/18/2024","3,249.72","3,246.12","3,279.69","3,230.28","","0.11%"
"04/17/2024","3,246.12","3,196.29","3,246.56","3,186.57","","1.56%"
"04/16/2024","3,196.29","3,232.12","3,232.12","3,189.87","","-1.11%"
"04/15/2024","3,232.12","3,168.02","3,234.97","3,167.01","","2.02%"
"04/12/2024","3,168.02","3,192.21","3,203.66","3,162.58","","-0.76%"
"04/11/2024","3,192.21","3,192.73","3,207.11","3,174.24","","-0.02%"
"04/10/2024","3,192.73","3,219.34","3,219.34","3,178.97","","-0.83%"
"04/09/2024","3,219.34","3,220.46","3,227.85","3,204.79","","-0.03%"
"04/08/2024","3,220.46","3,250.27","3,250.27","3,219.91","","-0.92%"
"04/03/2024","3,250.27","3,261.59","3,262.82","3,242.46","","-0.35%"
"04/02/2024","3,261.59","3,274.27","3,275.11","3,250.82","","-0.39%"
"04/01/2024","3,274.27","3,217.41","3,278.56","3,217.41","","1.77%"
"03/29/2024","3,217.41","3,202.47","3,219.30","3,198.65","","0.47%"
"03/28/2024","3,202.47","3,186.89","3,230.73","3,173.72","","0.49%"
"03/27/2024","3,186.89","3,226.68","3,226.68","3,186.89","","-1.23%"
"03/26/2024","3,226.68","3,209.14","3,230.23","3,203.84","","0.55%"
"03/25/2024","3,209.14","3,227.06","3,245.64","3,209.14","","-0.56%"
"03/22/2024","3,227.06","3,260.32","3,260.32","3,206.62","","-1.02%"
"03/21/2024","3,260.32","3,264.58","3,278.81","3,255.30","","-0.13%"
"03/20/2024","3,264.58","3,258.06","3,267.81","3,248.94","","0.20%"
"03/19/2024","3,258.06","3,280.38","3,288.44","3,258.06","","-0.68%"
"03/18/2024","3,280.38","3,252.07","3,280.82","3,252.07","","0.87%"
"03/15/2024","3,252.07","3,245.51","3,255.31","3,219.74","","0.20%"
"03/14/2024","3,245.51","3,256.89","3,278.29","3,230.18","","-0.35%"
"03/13/2024","3,256.89","3,277.99","3,277.99","3,248.07","","-0.64%"
"03/12/2024","3,277.99","3,267.29","3,285.45","3,255.94","","0.33%"
"03/11/2024","3,267.29","3,224.33","3,267.29","3,222.31","","1.33%"
"03/08/2024","3,224.33","3,210.45","3,227.76","3,194.72","","0.43%"
"03/07/2024","3,210.45","3,230.08","3,247.25","3,205.13","","-0.61%"
"03/06/2024","3,230.08","3,243.31","3,255.45","3,224.13","","-0.41%"
"03/05/2024","3,243.31","3,222.04","3,248.58","3,202.61","","0.66%"
"03/04/2024","3,222.04","3,218.46","3,229.34","3,202.51","","0.11%"
"03/01/2024","3,218.46","3,198.18","3,224.60","3,187.59","","0.63%"
"02/29/2024","3,198.18","3,136.59","3,198.18","3,126.14","","1.96%"
"02/28/2024","3,136.59","3,178.24","3,202.98","3,136.59","","-1.31%"
"02/27/2024","3,178.24","3,141.11","3,178.24","3,126.21","","1.18%"
"02/26/2024","3,141.11","3,173.62","3,177.41","3,133.40","","-1.02%"
"02/23/2024","3,173.62","3,168.20","3,187.68","3,157.23","","0.17%"
"02/22/2024","3,168.20","3,143.75","3,168.28","3,134.28","","0.78%"
"02/21/2024","3,143.75","3,101.80","3,183.16","3,076.87","","1.35%"
"02/20/2024","3,101.80","3,095.29","3,106.34","3,074.40","","0.21%"
"02/19/2024","3,095.29","3,062.84","3,095.29","3,061.81","","1.06%"
"02/08/2024","3,062.84","3,044.24","3,069.03","3,039.26","","0.61%"
"02/07/2024","3,044.24","3,008.53","3,044.24","2,990.99","","1.19%"
"02/06/2024","3,008.53","2,902.20","3,010.42","2,885.98","","3.66%"
"02/05/2024","2,902.20","2,884.26","2,934.14","2,819.99","","0.62%"
"02/02/2024","2,884.26","2,920.96","2,938.19","2,821.66","","-1.26%"
"02/01/2024","2,920.96","2,916.61","2,952.16","2,897.47","","0.15%"
"01/31/2024","2,916.61","2,946.05","2,954.33","2,907.31","","-1.00%"
"01/30/2024","2,946.05","3,001.22","3,001.22","2,946.02","","-1.84%"
"01/29/2024","3,001.22","3,031.21","3,046.00","3,001.22","","-0.99%"
"01/26/2024","3,031.21","3,042.07","3,047.46","3,016.80","","-0.36%"
"01/25/2024","3,042.07","2,983.99","3,042.88","2,977.63","","1.95%"
"01/24/2024","2,983.99","2,946.78","2,987.68","2,906.78","","1.26%"
"01/23/2024","2,946.78","2,933.37","2,962.68","2,905.84","","0.46%"
"01/22/2024","2,933.37","2,983.52","2,991.70","2,910.23","","-1.68%"
"01/19/2024","2,983.52","2,988.21","3,000.49","2,968.76","","-0.16%"
"01/18/2024","2,988.21","2,947.51","2,992.27","2,896.34","","1.38%"
"01/17/2024","2,947.51","3,015.51","3,015.51","2,947.51","","-2.26%"
"01/16/2024","3,015.51","2,998.34","3,015.51","2,979.27","","0.57%"
"01/15/2024","2,998.34","3,001.81","3,022.36","2,980.96","","-0.12%"
"01/12/2024","3,001.81","3,011.88","3,026.27","2,997.41","","-0.33%"
"01/11/2024","3,011.88","2,994.34","3,025.80","2,985.21","","0.59%"
"01/10/2024","2,994.34","3,006.61","3,026.33","2,984.59","","-0.41%"
"01/09/2024","3,006.61","2,999.48","3,017.98","2,989.95","","0.24%"
"01/08/2024","2,999.48","3,038.38","3,043.08","2,997.70","","-1.28%"
"01/05/2024","3,038.38","3,054.01","3,077.37","3,024.39","","-0.51%"
"01/04/2024","3,054.01","3,084.06","3,084.06","3,034.08","","-0.97%"
"01/03/2024","3,084.06","3,091.82","3,097.80","3,069.58","","-0.25%"
"01/02/2024","3,091.82","3,134.59","3,134.59","3,091.82","","-1.36%"
"12/29/2023","3,134.59","3,118.36","3,136.47","3,114.36","","0.52%"
"12/28/2023","3,118.36","3,045.87","3,126.84","3,041.49","","2.38%"
"12/27/2023","3,045.87","3,036.45","3,050.11","3,022.22","","0.31%"
"12/26/2023","3,036.45","3,058.09","3,058.09","3,027.95","","-0.71%"
"12/25/2023","3,058.09","3,048.40","3,059.30","3,042.95","","0.32%"
"12/22/2023","3,048.40","3,046.48","3,070.38","3,030.54","","0.06%"
"12/21/2023","3,046.48","3,014.70","3,054.73","3,002.06","","1.05%"
"12/20/2023","3,014.70","3,044.29","3,051.39","3,014.70","","-0.97%"
"12/19/2023","3,044.29","3,040.32","3,055.11","3,025.51","","0.13%"
"12/18/2023","3,040.32","3,052.09","3,061.78","3,027.12","","-0.39%"
"12/15/2023","3,052.09","3,061.94","3,096.15","3,050.10","","-0.32%"
"12/14/2023","3,061.94","3,077.99","3,106.62","3,060.81","","-0.52%"
"12/13/2023","3,077.99","3,130.38","3,130.38","3,077.99","","-1.67%"
"12/12/2023","3,130.38","3,123.52","3,131.12","3,111.69","","0.22%"
"12/11/2023","3,123.52","3,106.99","3,130.33","3,057.25","","0.53%"
"12/08/2023","3,106.99","3,094.43","3,115.84","3,089.32","","0.41%"
"12/07/2023","3,094.43","3,100.83","3,106.39","3,073.83","","-0.21%"
"12/06/2023","3,100.83","3,095.31","3,120.45","3,084.77","","0.18%"
"12/05/2023","3,095.31","3,155.83","3,155.83","3,094.67","","-1.92%"
"12/04/2023","3,155.83","3,177.56","3,180.83","3,155.27","","-0.68%"
"12/01/2023","3,177.56","3,189.38","3,189.38","3,149.72","","-0.37%"
"11/30/2023","3,189.38","3,182.63","3,196.60","3,175.37","","0.21%"
"11/29/2023","3,182.63","3,209.36","3,209.51","3,177.21","","-0.83%"
"11/28/2023","3,209.36","3,200.70","3,210.38","3,191.10","","0.27%"
"11/27/2023","3,200.70","3,223.25","3,223.25","3,183.02","","-0.70%"
"11/24/2023","3,223.25","3,245.05","3,245.05","3,219.44","","-0.67%"
"11/23/2023","3,245.05","3,228.25","3,245.71","3,215.93","","0.52%"
"11/22/2023","3,228.25","3,263.60","3,263.60","3,228.25","","-1.08%"
"11/21/2023","3,263.60","3,259.20","3,293.80","3,258.42","","0.14%"
"11/20/2023","3,259.20","3,251.88","3,269.18","3,230.87","","0.23%"
"11/17/2023","3,251.88","3,254.54","3,255.53","3,231.55","","-0.08%"
"11/16/2023","3,254.54","3,286.89","3,286.89","3,254.54","","-0.98%"
"11/15/2023","3,286.89","3,263.04","3,298.37","3,263.04","","0.73%"
"11/14/2023","3,263.04","3,260.05","3,279.18","3,250.73","","0.09%"
"11/13/2023","3,260.05","3,266.27","3,279.57","3,245.50","","-0.19%"
"11/10/2023","3,266.27","3,289.62","3,289.62","3,256.76","","-0.71%"
"11/09/2023","3,289.62","3,288.14","3,300.89","3,279.44","","0.05%"
"11/08/2023","3,288.14","3,295.33","3,303.52","3,270.55","","-0.22%"
"11/07/2023","3,295.33","3,305.94","3,305.94","3,281.17","","-0.32%"
"11/06/2023","3,305.94","3,261.36","3,308.68","3,261.36","","1.37%"
"11/03/2023","3,261.36","3,233.18","3,272.10","3,233.18","","0.87%"
"11/02/2023","3,233.18","3,247.17","3,271.10","3,232.64","","-0.43%"
"11/01/2023","3,247.17","3,249.02","3,279.46","3,241.23","","-0.06%"
"10/31/2023","3,249.02","3,261.67","3,261.67","3,232.67","","-0.39%"
"10/30/2023","3,261.67","3,240.01","3,269.73","3,230.31","","0.67%"
"10/27/2023","3,240.01","3,194.12","3,252.86","3,177.59","","1.44%"
"10/26/2023","3,194.12","3,184.04","3,195.79","3,161.08","","0.32%"
"10/25/2023","3,184.04","3,169.07","3,208.58","3,169.07","","0.47%"
"10/24/2023","3,169.07","3,158.75","3,178.52","3,139.80","","0.33%"
"10/23/2023","3,158.75","3,194.41","3,194.41","3,137.72","","-1.12%"
"10/20/2023","3,194.41","3,217.43","3,218.18","3,186.29","","-0.72%"
"10/19/2023","3,217.43","3,289.23","3,289.23","3,216.39","","-2.18%"
"10/18/2023","3,289.23","3,317.09","3,317.09","3,287.22","","-0.84%"
"10/17/2023","3,317.09","3,308.72","3,321.56","3,300.72","","0.25%"
"10/16/2023","3,308.72","3,343.41","3,344.20","3,298.43","","-1.04%"
"10/13/2023","3,343.41","3,377.92","3,377.92","3,333.04","","-1.02%"
"10/12/2023","3,377.92","3,347.38","3,385.12","3,347.38","","0.91%"
"10/11/2023","3,347.38","3,334.43","3,367.27","3,334.43","","0.39%"
"10/10/2023","3,334.43","3,358.84","3,373.50","3,333.11","","-0.73%"
"10/09/2023","3,358.84","3,363.88","3,367.08","3,321.30","","-0.15%"
"09/28/2023","3,363.88","3,373.38","3,388.23","3,359.97","","-0.28%"
"09/27/2023","3,373.38","3,366.09","3,401.00","3,366.09","","0.22%"
"09/26/2023","3,366.09","3,383.54","3,392.62","3,366.09","","-0.52%"
"09/25/2023","3,383.54","3,403.94","3,403.94","3,380.30","","-0.60%"
"09/22/2023","3,403.94","3,341.26","3,404.96","3,334.21","","1.88%"
"09/21/2023","3,341.26","3,373.19","3,374.38","3,341.26","","-0.95%"
"09/20/2023","3,373.19","3,386.37","3,386.37","3,372.51","","-0.39%"
"09/19/2023","3,386.37","3,392.59","3,392.59","3,369.05","","-0.18%"
"09/18/2023","3,392.59","3,373.51","3,400.91","3,358.23","","0.57%"
"09/15/2023","3,373.51","3,394.67","3,409.59","3,364.89","","-0.62%"
"09/14/2023","3,394.67","3,398.58","3,408.53","3,380.25","","-0.12%"
"09/13/2023","3,398.58","3,419.72","3,427.06","3,382.37","","-0.62%"
"09/12/2023","3,419.72","3,425.76","3,433.00","3,415.11","","-0.18%"
"09/11/2023","3,425.76","3,399.24","3,444.72","3,395.18","","0.78%"
"09/08/2023","3,399.24","3,418.12","3,418.12","3,386.80","","-0.55%"
"09/07/2023","3,418.12","3,466.83","3,466.83","3,416.46","","-1.41%"
"09/06/2023","3,466.83","3,474.52","3,474.52","3,448.09","","-0.22%"
"09/05/2023","3,474.52","3,499.93","3,499.93","3,469.35","","-0.73%"
"09/04/2023","3,499.93","3,447.27","3,504.51","3,447.27","","1.53%"
"09/01/2023","3,447.27","3,422.47","3,462.53","3,422.47","","0.72%"
"08/31/2023","3,422.47","3,443.74","3,448.45","3,419.36","","-0.62%"
"08/30/2023","3,443.74","3,441.67","3,465.83","3,435.29","","0.06%"
"08/29/2023","3,441.67","3,407.72","3,460.00","3,398.61","","1.00%"
"08/28/2023","3,407.72","3,367.82","3,545.98","3,367.82","","1.18%"
"08/25/2023","3,367.82","3,383.23","3,391.23","3,355.72","","-0.46%"
"08/24/2023","3,383.23","3,355.47","3,405.98","3,355.47","","0.83%"
"08/23/2023","3,355.47","3,412.05","3,412.05","3,354.09","","-1.66%"
"08/22/2023","3,412.05","3,387.95","3,423.14","3,363.46","","0.71%"
"08/21/2023","3,387.95","3,434.73","3,435.61","3,387.95","","-1.36%"
"08/18/2023","3,434.73","3,479.72","3,489.04","3,434.73","","-1.29%"
"08/17/2023","3,479.72","3,468.70","3,484.19","3,436.37","","0.32%"
"08/16/2023","3,468.70","3,493.91","3,497.99","3,467.93","","-0.72%"
"08/15/2023","3,493.91","3,493.91","3,493.91","3,493.91","","-0.28%"
"08/14/2023","3,503.56","3,530.48","3,530.48","3,465.61","","-0.76%"
"08/11/2023","3,530.48","3,611.77","3,612.32","3,530.48","","-2.25%"
"08/10/2023","3,611.77","3,607.62","3,612.69","3,584.85","","0.12%"
"08/09/2023","3,607.62","3,618.35","3,621.17","3,602.86","","-0.30%"
"08/08/2023","3,618.35","3,628.91","3,640.35","3,605.16","","-0.29%"
"08/07/2023","3,628.91","3,656.97","3,656.97","3,616.73","","-0.77%"
"08/04/2023","3,656.97","3,644.39","3,689.56","3,644.39","","0.35%"
"08/03/2023","3,644.39","3,613.99","3,644.39","3,606.34","","0.84%"
"08/02/2023","3,613.99","3,641.20","3,648.51","3,603.54","","-0.75%"
"08/01/2023","3,641.20","3,654.19","3,668.86","3,628.11","","-0.36%"
"07/31/2023","3,654.19","3,635.02","3,698.04","3,635.02","","0.53%"
"07/28/2023","3,635.02","3,558.08","3,642.10","3,544.16","","2.16%"
"07/27/2023","3,558.08","3,561.72","3,587.53","3,551.19","","-0.10%"
"07/26/2023","3,561.72","3,568.66","3,568.66","3,550.08","","-0.19%"
"07/25/2023","3,568.66","3,470.27","3,569.47","3,470.27","","2.84%"
"07/24/2023","3,470.27","3,486.98","3,491.89","3,464.20","","-0.48%"
"07/21/2023","3,486.98","3,487.85","3,511.36","3,474.24","","-0.02%"
"07/20/2023","3,487.85","3,514.24","3,536.30","3,483.41","","-0.75%"
"07/19/2023","3,514.24","3,518.30","3,523.24","3,496.44","","-0.12%"
"07/18/2023","3,518.30","3,532.60","3,533.34","3,509.34","","-0.40%"
"07/17/2023","3,532.60","3,561.58","3,561.58","3,519.48","","-0.81%"
"07/14/2023","3,561.58","3,561.40","3,570.71","3,557.12","","0.01%"
"07/13/2023","3,561.40","3,508.45","3,563.62","3,508.45","","1.51%"
"07/12/2023","3,508.45","3,530.79","3,535.98","3,503.95","","-0.63%"
"07/11/2023","3,530.79","3,506.65","3,531.67","3,506.65","","0.69%"
"07/10/2023","3,506.65","3,491.39","3,526.07","3,491.39","","0.44%"
"07/07/2023","3,491.39","3,507.38","3,508.39","3,485.50","","-0.46%"
"07/06/2023","3,507.38","3,531.49","3,539.64","3,502.05","","-0.68%"
"07/05/2023","3,531.49","3,559.49","3,559.75","3,527.28","","-0.79%"
"07/04/2023","3,559.49","3,554.56","3,560.10","3,542.50","","0.14%"
"07/03/2023","3,554.56","3,512.15","3,559.43","3,512.15","","1.21%"
"06/30/2023","3,512.15","3,494.69","3,528.80","3,485.63","","0.50%"
"06/29/2023","3,494.69","3,511.67","3,511.97","3,489.94","","-0.48%"
"06/28/2023","3,511.67","3,515.36","3,516.47","3,482.18","","-0.10%"
"06/27/2023","3,515.36","3,484.15","3,521.11","3,480.78","","0.90%"
"06/26/2023","3,484.15","3,535.12","3,535.12","3,476.44","","-1.44%"
"06/21/2023","3,535.12","3,590.78","3,590.78","3,535.12","","-1.55%"
"06/20/2023","3,590.78","3,594.44","3,601.62","3,583.55","","-0.10%"
"06/19/2023","3,594.44","3,627.25","3,627.25","3,585.87","","-0.90%"
"06/16/2023","3,627.25","3,592.80","3,630.91","3,592.80","","0.96%"
"06/15/2023","3,592.80","3,534.94","3,592.80","3,534.94","","1.64%"
"06/14/2023","3,534.94","3,534.96","3,559.49","3,533.75","","0.00%"
"06/13/2023","3,534.96","3,517.50","3,537.37","3,506.77","","0.50%"
"06/12/2023","3,517.50","3,505.91","3,531.42","3,487.42","","0.33%"
"06/09/2023","3,505.91","3,487.72","3,505.91","3,480.94","","0.52%"
"06/08/2023","3,487.72","3,462.52","3,501.26","3,450.81","","0.73%"
"06/07/2023","3,462.52","3,478.35","3,492.05","3,454.30","","-0.46%"
"06/06/2023","3,478.35","3,512.09","3,531.98","3,473.20","","-0.96%"
"06/05/2023","3,512.09","3,525.60","3,525.61","3,500.57","","-0.38%"
"06/02/2023","3,525.60","3,472.60","3,528.43","3,472.60","","1.53%"
"06/01/2023","3,472.60","3,466.33","3,495.50","3,455.38","","0.18%"
"05/31/2023","3,466.33","3,502.87","3,502.87","3,450.18","","-1.04%"
"05/30/2023","3,502.87","3,501.94","3,507.89","3,458.46","","0.03%"
"05/29/2023","3,501.94","3,514.79","3,528.43","3,488.01","","-0.37%"
"05/26/2023","3,514.79","3,514.37","3,528.31","3,487.63","","0.01%"
"05/25/2023","3,514.37","3,521.08","3,524.54","3,485.13","","-0.19%"
"05/24/2023","3,521.08","3,567.59","3,567.59","3,521.08","","-1.30%"
"05/23/2023","3,567.59","3,617.49","3,619.19","3,567.59","","-1.38%"
"05/22/2023","3,617.49","3,594.70","3,631.10","3,587.06","","0.63%"
"05/19/2023","3,594.70","3,602.93","3,615.86","3,579.43","","-0.23%"
"05/18/2023","3,602.93","3,606.15","3,628.34","3,588.68","","-0.09%"
"05/17/2023","3,606.15","3,620.74","3,625.70","3,593.30","","-0.40%"
"05/16/2023","3,620.74","3,637.05","3,642.10","3,610.65","","-0.45%"
"05/15/2023","3,637.05","3,581.91","3,637.05","3,570.71","","1.54%"
"05/12/2023","3,581.91","3,627.93","3,636.19","3,581.67","","-1.27%"
"05/11/2023","3,627.93","3,633.20","3,651.97","3,626.24","","-0.15%"
"05/10/2023","3,633.20","3,660.66","3,660.66","3,622.21","","-0.75%"
"05/09/2023","3,660.66","3,690.68","3,715.23","3,659.44","","-0.81%"
"05/08/2023","3,690.68","3,652.03","3,697.59","3,652.03","","1.06%"
"05/05/2023","3,652.03","3,664.91","3,677.20","3,633.83","","-0.35%"
"05/04/2023","3,664.91","3,662.21","3,669.11","3,638.21","","0.07%"
"04/28/2023","3,662.21","3,628.29","3,663.17","3,628.29","","0.93%"
"04/27/2023","3,628.29","3,605.14","3,639.54","3,590.42","","0.64%"
"04/26/2023","3,605.14","3,604.35","3,620.41","3,582.38","","0.02%"
"04/25/2023","3,604.35","3,622.44","3,630.37","3,569.99","","-0.50%"
"04/24/2023","3,622.44","3,667.38","3,668.22","3,610.03","","-1.23%"
"04/21/2023","3,667.38","3,739.84","3,741.72","3,666.55","","-1.94%"
"04/20/2023","3,739.84","3,752.09","3,753.16","3,724.38","","-0.33%"
"04/19/2023","3,752.09","3,785.59","3,785.59","3,746.81","","-0.88%"
"04/18/2023","3,785.59","3,773.14","3,791.75","3,764.23","","0.33%"
"04/17/2023","3,773.14","3,725.47","3,773.14","3,723.51","","1.28%"
"04/14/2023","3,725.47","3,706.05","3,732.48","3,706.05","","0.52%"
"04/13/2023","3,706.05","3,730.71","3,730.71","3,698.07","","-0.66%"
"04/12/2023","3,730.71","3,734.69","3,739.26","3,724.59","","-0.11%"
"04/11/2023","3,734.69","3,737.73","3,747.85","3,720.23","","-0.08%"
"04/10/2023","3,737.73","3,757.15","3,760.63","3,732.50","","-0.52%"
"04/07/2023","3,757.15","3,732.97","3,764.79","3,729.38","","0.65%"
"04/06/2023","3,732.97","3,737.03","3,737.03","3,715.82","","-0.11%"
"04/04/2023","3,737.03","3,731.36","3,737.23","3,716.54","","0.15%"
"04/03/2023","3,731.36","3,699.52","3,735.97","3,699.52","","0.86%"
"03/31/2023","3,699.52","3,690.08","3,711.95","3,690.08","","0.26%"
"03/30/2023","3,690.08","3,657.02","3,691.32","3,639.79","","0.90%"
"03/29/2023","3,657.02","3,650.82","3,668.56","3,646.06","","0.17%"
"03/28/2023","3,650.82","3,660.61","3,671.93","3,646.78","","-0.27%"
"03/27/2023","3,660.61","3,670.64","3,670.64","3,638.33","","-0.27%"
"03/24/2023","3,670.64","3,678.37","3,679.40","3,661.66","","-0.21%"
"03/23/2023","3,678.37","3,644.57","3,678.37","3,630.44","","0.93%"
"03/22/2023","3,644.57","3,629.19","3,659.24","3,629.19","","0.42%"
"03/21/2023","3,629.19","3,590.27","3,629.36","3,590.27","","1.08%"
"03/20/2023","3,590.27","3,603.46","3,623.96","3,586.86","","-0.37%"
"03/17/2023","3,603.46","3,592.30","3,647.46","3,591.68","","0.31%"
"03/16/2023","3,592.30","3,634.19","3,634.19","3,590.15","","-1.15%"
"03/15/2023","3,634.19","3,630.52","3,662.12","3,630.52","","0.10%"
"03/14/2023","3,630.52","3,652.96","3,652.96","3,596.46","","-0.61%"
"03/13/2023","3,652.96","3,618.55","3,655.55","3,617.51","","0.95%"
"03/10/2023","3,618.55","3,665.46","3,665.46","3,617.88","","-1.28%"
"03/09/2023","3,665.46","3,678.80","3,688.48","3,648.83","","-0.36%"
"03/08/2023","3,678.80","3,693.35","3,693.35","3,659.39","","-0.39%"
"03/07/2023","3,693.35","3,747.74","3,761.57","3,691.48","","-1.45%"
"03/06/2023","3,747.74","3,767.56","3,768.31","3,727.41","","-0.53%"
"03/03/2023","3,767.56","3,757.15","3,774.46","3,739.91","","0.28%"
"03/02/2023","3,757.15","3,765.57","3,774.51","3,753.32","","-0.22%"
"03/01/2023","3,765.57","3,718.06","3,773.88","3,709.46","","1.28%"
"02/28/2023","3,718.06","3,696.31","3,722.22","3,679.51","","0.59%"
"02/27/2023","3,696.31","3,712.56","3,717.37","3,688.48","","-0.44%"
"02/24/2023","3,712.56","3,752.52","3,752.52","3,701.06","","-1.06%"
"02/23/2023","3,752.52","3,754.28","3,777.65","3,738.03","","-0.05%"
"02/22/2023","3,754.28","3,786.94","3,786.94","3,749.33","","-0.86%"
"02/21/2023","3,786.94","3,778.05","3,793.72","3,762.42","","0.24%"
"02/20/2023","3,778.05","3,691.39","3,779.45","3,691.39","","2.35%"
"02/17/2023","3,691.39","3,743.34","3,753.60","3,690.04","","-1.39%"
"02/16/2023","3,743.34","3,772.95","3,810.23","3,720.56","","-0.78%"
"02/15/2023","3,772.95","3,793.01","3,801.09","3,765.82","","-0.53%"
"02/14/2023","3,793.01","3,790.38","3,797.80","3,774.76","","0.07%"
"02/13/2023","3,790.38","3,757.92","3,793.98","3,745.54","","0.86%"
"02/10/2023","3,757.92","3,778.70","3,778.70","3,744.48","","-0.55%"
"02/09/2023","3,778.70","3,728.75","3,778.70","3,718.48","","1.34%"
"02/08/2023","3,728.75","3,744.19","3,760.90","3,725.41","","-0.41%"
"02/07/2023","3,744.19","3,739.11","3,756.81","3,729.51","","0.14%"
"02/06/2023","3,739.11","3,789.07","3,789.07","3,717.95","","-1.32%"
"02/03/2023","3,789.07","3,826.43","3,826.43","3,753.79","","-0.98%"
"02/02/2023","3,826.43","3,836.34","3,845.27","3,815.36","","-0.26%"
"02/01/2023","3,836.34","3,802.48","3,836.34","3,784.10","","0.89%"
"01/31/2023","3,802.48","3,841.16","3,852.13","3,799.33","","-1.01%"
"01/30/2023","3,841.16","3,823.29","3,902.25","3,823.29","","0.47%"
"01/20/2023","3,823.29","3,800.76","3,831.01","3,800.76","","0.59%"
"01/19/2023","3,800.76","3,779.73","3,800.76","3,756.64","","0.56%"
"01/18/2023","3,779.73","3,785.88","3,799.26","3,775.23","","-0.16%"
"01/17/2023","3,785.88","3,788.86","3,797.07","3,768.65","","-0.08%"
"01/16/2023","3,788.86","3,730.77","3,823.39","3,730.77","","1.56%"
"01/13/2023","3,730.77","3,680.65","3,730.77","3,680.65","","1.36%"
"01/12/2023","3,680.65","3,675.11","3,693.27","3,669.04","","0.15%"
"01/11/2023","3,675.11","3,681.84","3,705.92","3,673.20","","-0.18%"
"01/10/2023","3,681.84","3,676.30","3,692.83","3,666.94","","0.15%"
"01/09/2023","3,676.30","3,646.83","3,685.34","3,646.83","","0.81%"
"01/06/2023","3,646.83","3,634.24","3,665.25","3,633.52","","0.35%"
"01/05/2023","3,634.24","3,564.82","3,640.39","3,564.82","","1.95%"
"01/04/2023","3,564.82","3,561.81","3,577.85","3,547.85","","0.08%"
"01/03/2023","3,561.81","3,542.75","3,567.35","3,508.95","","0.54%"
"12/30/2022","3,542.75","3,530.03","3,558.21","3,530.03","","0.36%"
"12/29/2022","3,530.03","3,542.99","3,542.99","3,514.59","","-0.37%"
"12/28/2022","3,542.99","3,554.35","3,555.12","3,526.36","","-0.32%"
"12/27/2022","3,554.35","3,510.15","3,558.27","3,510.15","","1.26%"
"12/26/2022","3,510.15","3,495.87","3,522.33","3,495.80","","0.41%"
"12/23/2022","3,495.87","3,502.70","3,514.23","3,475.28","","-0.19%"
"12/22/2022","3,502.70","3,498.02","3,544.24","3,489.62","","0.13%"
"12/21/2022","3,498.02","3,497.03","3,518.92","3,489.45","","0.03%"
"12/20/2022","3,497.03","3,556.05","3,556.05","3,481.17","","-1.66%"
"12/19/2022","3,556.05","3,612.94","3,620.77","3,542.40","","-1.57%"
