"Date","Price","Open","High","Low","Vol.","Change %"
"12/16/2022","3,612.94","3,609.72","3,617.66","3,590.03","","0.09%"
"12/15/2022","3,609.72","3,612.22","3,619.77","3,587.23","","-0.07%"
"12/14/2022","3,612.22","3,604.72","3,628.01","3,595.06","","0.21%"
"12/13/2022","3,604.72","3,612.70","3,621.56","3,599.40","","-0.22%"
"12/12/2022","3,612.70","3,652.39","3,652.39","3,609.81","","-1.09%"
"12/09/2022","3,652.39","3,617.78","3,656.85","3,604.99","","0.96%"
"12/08/2022","3,617.78","3,617.50","3,629.00","3,601.85","","0.01%"
"12/07/2022","3,617.50","3,625.77","3,654.10","3,605.04","","-0.23%"
"12/06/2022","3,625.77","3,606.08","3,643.49","3,585.54","","0.55%"
"12/05/2022","3,606.08","3,544.20","3,606.61","3,544.20","","1.75%"
"12/02/2022","3,544.20","3,565.41","3,568.92","3,539.58","","-0.59%"
"12/01/2022","3,565.41","3,524.58","3,607.83","3,524.58","","1.16%"
"11/30/2022","3,524.58","3,520.33","3,536.10","3,505.94","","0.12%"
"11/29/2022","3,520.33","3,418.85","3,525.86","3,418.85","","2.97%"
"11/28/2022","3,418.85","3,457.55","3,457.55","3,363.47","","-1.12%"
"11/25/2022","3,457.55","3,443.46","3,470.60","3,428.54","","0.41%"
"11/24/2022","3,443.46","3,457.79","3,487.05","3,438.54","","-0.41%"
"11/23/2022","3,457.79","3,453.50","3,474.32","3,435.86","","0.12%"
"11/22/2022","3,453.50","3,456.73","3,491.58","3,439.99","","-0.09%"
"11/21/2022","3,456.73","3,484.55","3,484.55","3,423.23","","-0.80%"
"11/18/2022","3,484.55","3,498.79","3,520.01","3,484.55","","-0.41%"
"11/17/2022","3,498.79","3,513.71","3,513.71","3,459.38","","-0.42%"
"11/16/2022","3,513.71","3,541.74","3,553.07","3,509.08","","-0.79%"
"11/15/2022","3,541.74","3,477.03","3,547.53","3,461.13","","1.86%"
"11/14/2022","3,477.03","3,470.05","3,525.66","3,465.58","","0.20%"
"11/11/2022","3,470.05","3,376.88","3,506.73","3,376.88","","2.76%"
"11/10/2022","3,376.88","3,402.99","3,402.99","3,357.70","","-0.77%"
"11/09/2022","3,402.99","3,435.15","3,444.41","3,399.89","","-0.94%"
"11/08/2022","3,435.15","3,459.25","3,461.79","3,411.19","","-0.70%"
"11/07/2022","3,459.25","3,449.80","3,474.82","3,430.36","","0.27%"
"11/04/2022","3,449.80","3,341.89","3,463.59","3,341.88","","3.23%"
"11/03/2022","3,341.89","3,368.34","3,368.34","3,324.02","","-0.79%"
"11/02/2022","3,368.34","3,327.39","3,390.34","3,306.67","","1.23%"
"11/01/2022","3,327.39","3,216.30","3,327.42","3,216.30","","3.45%"
"10/31/2022","3,216.30","3,244.75","3,257.41","3,204.96","","-0.88%"
"10/28/2022","3,244.75","3,328.92","3,328.92","3,237.60","","-2.53%"
"10/27/2022","3,328.92","3,357.35","3,382.00","3,328.92","","-0.85%"
"10/26/2022","3,357.35","3,328.49","3,398.09","3,328.49","","0.87%"
"10/25/2022","3,328.49","3,335.89","3,367.56","3,297.71","","-0.22%"
"10/24/2022","3,335.89","3,434.30","3,451.15","3,322.49","","-2.87%"
"10/21/2022","3,434.30","3,444.12","3,457.18","3,417.81","","-0.29%"
"10/20/2022","3,444.12","3,465.54","3,490.25","3,417.57","","-0.62%"
"10/19/2022","3,465.54","3,522.89","3,524.03","3,465.54","","-1.63%"
"10/18/2022","3,522.89","3,527.34","3,548.28","3,515.79","","-0.13%"
"10/17/2022","3,527.34","3,525.26","3,530.71","3,493.09","","0.06%"
"10/14/2022","3,525.26","3,439.75","3,544.79","3,439.75","","2.49%"
"10/13/2022","3,439.75","3,465.52","3,468.50","3,434.51","","-0.74%"
"10/12/2022","3,465.52","3,411.73","3,465.52","3,350.18","","1.58%"
"10/11/2022","3,411.73","3,403.32","3,422.78","3,391.11","","0.25%"
"10/10/2022","3,403.32","3,483.00","3,484.41","3,398.36","","-2.29%"
"09/30/2022","3,483.00","3,504.45","3,523.46","3,479.71","","-0.61%"
"09/29/2022","3,504.45","3,504.87","3,545.79","3,487.75","","-0.01%"
"09/28/2022","3,504.87","3,564.64","3,564.64","3,503.97","","-1.68%"
"09/27/2022","3,564.64","3,512.76","3,565.25","3,505.85","","1.48%"
"09/26/2022","3,512.76","3,527.57","3,563.94","3,502.22","","-0.42%"
"09/23/2022","3,527.57","3,541.97","3,557.68","3,502.97","","-0.41%"
"09/22/2022","3,541.97","3,574.15","3,574.15","3,532.89","","-0.90%"
"09/21/2022","3,574.15","3,600.95","3,600.95","3,556.53","","-0.74%"
"09/20/2022","3,600.95","3,596.42","3,624.35","3,590.43","","0.13%"
"09/19/2022","3,596.42","3,602.36","3,620.31","3,579.88","","-0.16%"
"09/16/2022","3,602.36","3,690.97","3,690.97","3,602.36","","-2.40%"
"09/15/2022","3,690.97","3,726.54","3,747.61","3,663.86","","-0.95%"
"09/14/2022","3,726.54","3,767.21","3,767.21","3,710.80","","-1.08%"
"09/13/2022","3,767.21","3,754.27","3,783.12","3,754.27","","0.34%"
"09/09/2022","3,754.27","3,703.08","3,758.59","3,703.08","","1.38%"
"09/08/2022","3,703.08","3,719.27","3,730.42","3,701.57","","-0.44%"
"09/07/2022","3,719.27","3,716.09","3,730.63","3,694.02","","0.09%"
"09/06/2022","3,716.09","3,681.03","3,717.29","3,675.09","","0.95%"
"09/05/2022","3,681.03","3,685.57","3,685.57","3,651.13","","-0.12%"
"09/02/2022","3,685.57","3,703.53","3,715.10","3,668.68","","-0.48%"
"09/01/2022","3,703.53","3,731.79","3,745.33","3,700.91","","-0.76%"
"08/31/2022","3,731.79","3,734.22","3,763.84","3,702.42","","-0.07%"
"08/30/2022","3,734.22","3,746.15","3,749.37","3,709.68","","-0.32%"
"08/29/2022","3,746.15","3,763.11","3,763.11","3,718.19","","-0.45%"
"08/26/2022","3,763.11","3,771.68","3,793.33","3,758.46","","-0.23%"
"08/25/2022","3,771.68","3,738.99","3,774.59","3,717.27","","0.87%"
"08/24/2022","3,738.99","3,810.63","3,820.79","3,735.80","","-1.88%"
"08/23/2022","3,810.63","3,828.52","3,833.86","3,799.25","","-0.47%"
"08/22/2022","3,828.52","3,802.15","3,830.40","3,786.88","","0.69%"
"08/19/2022","3,802.15","3,826.57","3,833.21","3,802.15","","-0.64%"
"08/18/2022","3,826.57","3,856.68","3,856.68","3,820.11","","-0.78%"
"08/17/2022","3,856.68","3,820.49","3,862.09","3,800.69","","0.95%"
"08/16/2022","3,820.49","3,826.10","3,847.66","3,813.74","","-0.15%"
"08/15/2022","3,826.10","3,826.43","3,855.89","3,812.70","","-0.01%"
"08/12/2022","3,826.43","3,827.58","3,836.80","3,811.76","","-0.03%"
"08/11/2022","3,827.58","3,750.55","3,827.58","3,750.55","","2.05%"
"08/10/2022","3,750.55","3,794.12","3,797.87","3,734.91","","-1.15%"
"08/09/2022","3,794.12","3,784.77","3,799.52","3,769.18","","0.25%"
"08/08/2022","3,784.77","3,792.89","3,792.89","3,772.99","","-0.21%"
"08/05/2022","3,792.89","3,741.55","3,795.31","3,738.77","","1.37%"
"08/04/2022","3,741.55","3,709.48","3,747.74","3,706.78","","0.86%"
"08/03/2022","3,709.48","3,748.79","3,789.21","3,702.10","","-1.05%"
"08/02/2022","3,748.79","3,822.64","3,822.64","3,716.02","","-1.93%"
"08/01/2022","3,822.64","3,807.56","3,830.43","3,770.12","","0.40%"
"07/29/2022","3,807.56","3,856.41","3,875.81","3,799.06","","-1.27%"
"07/28/2022","3,856.41","3,858.71","3,896.52","3,854.36","","-0.06%"
"07/27/2022","3,858.71","3,876.58","3,876.58","3,849.81","","-0.46%"
"07/26/2022","3,876.58","3,845.66","3,889.44","3,845.66","","0.80%"
"07/25/2022","3,845.66","3,869.69","3,869.69","3,836.10","","-0.62%"
"07/22/2022","3,869.69","3,870.24","3,903.81","3,841.72","","-0.01%"
"07/21/2022","3,870.24","3,912.65","3,912.65","3,870.24","","-1.08%"
"07/20/2022","3,912.65","3,897.90","3,930.92","3,897.90","","0.38%"
"07/19/2022","3,897.90","3,919.14","3,919.14","3,869.85","","-0.54%"
"07/18/2022","3,919.14","3,878.02","3,925.40","3,848.71","","1.06%"
"07/15/2022","3,878.02","3,943.95","3,963.54","3,878.02","","-1.67%"
"07/14/2022","3,943.95","3,943.68","3,971.77","3,918.09","","0.01%"
"07/13/2022","3,943.68","3,939.01","3,962.04","3,910.83","","0.12%"
"07/12/2022","3,939.01","3,976.76","3,990.15","3,923.47","","-0.95%"
"07/11/2022","3,976.76","4,043.17","4,043.17","3,953.64","","-1.64%"
"07/08/2022","4,043.17","4,056.08","4,088.89","4,041.26","","-0.32%"
"07/07/2022","4,056.08","4,040.73","4,067.94","4,007.43","","0.38%"
"07/06/2022","4,040.73","4,101.15","4,101.15","4,012.66","","-1.47%"
"07/05/2022","4,101.15","4,106.81","4,137.51","4,055.67","","-0.14%"
"07/04/2022","4,106.81","4,079.10","4,106.81","4,043.35","","0.68%"
"07/01/2022","4,079.10","4,094.92","4,109.79","4,062.58","","-0.39%"
"06/30/2022","4,094.92","4,031.95","4,121.70","4,031.95","","1.56%"
"06/29/2022","4,031.95","4,092.85","4,105.62","4,025.00","","-1.49%"
"06/28/2022","4,092.85","4,053.18","4,098.28","4,019.54","","0.98%"
"06/27/2022","4,053.18","4,008.96","4,078.34","4,008.96","","1.10%"
"06/24/2022","4,008.96","3,962.60","4,014.50","3,962.60","","1.17%"
"06/23/2022","3,962.60","3,897.54","3,962.60","3,887.21","","1.67%"
"06/22/2022","3,897.54","3,948.17","3,954.59","3,896.08","","-1.28%"
"06/21/2022","3,948.17","3,953.26","3,977.81","3,913.57","","-0.13%"
"06/20/2022","3,953.26","3,934.22","3,986.60","3,920.23","","0.48%"
"06/17/2022","3,934.22","3,878.98","3,942.90","3,851.28","","1.42%"
"06/16/2022","3,878.98","3,898.39","3,921.83","3,869.86","","-0.50%"
"06/15/2022","3,898.39","3,851.56","3,961.62","3,851.56","","1.22%"
"06/14/2022","3,851.56","3,822.83","3,853.05","3,745.06","","0.75%"
"06/13/2022","3,822.83","3,866.88","3,866.88","3,792.95","","-1.14%"
"06/10/2022","3,866.88","3,813.82","3,869.61","3,783.69","","1.39%"
"06/09/2022","3,813.82","3,852.83","3,862.02","3,799.37","","-1.01%"
"06/08/2022","3,852.83","3,816.36","3,857.61","3,796.93","","0.96%"
"06/07/2022","3,816.36","3,806.25","3,834.63","3,797.10","","0.27%"
"06/06/2022","3,806.25","3,737.64","3,806.89","3,714.63","","1.84%"
"06/02/2022","3,737.64","3,731.78","3,739.34","3,707.64","","0.16%"
"06/01/2022","3,731.78","3,739.28","3,740.51","3,708.88","","-0.20%"
"05/31/2022","3,739.28","3,678.64","3,743.28","3,672.33","","1.65%"
"05/30/2022","3,678.64","3,650.81","3,688.53","3,650.81","","0.76%"
"05/27/2022","3,650.81","3,643.80","3,696.55","3,634.33","","0.19%"
"05/26/2022","3,643.80","3,633.89","3,663.68","3,592.06","","0.27%"
"05/25/2022","3,633.89","3,613.20","3,634.25","3,600.16","","0.57%"
"05/24/2022","3,613.20","3,700.98","3,702.48","3,613.08","","-2.37%"
"05/23/2022","3,700.98","3,720.88","3,724.36","3,677.14","","-0.53%"
"05/20/2022","3,720.88","3,648.30","3,720.88","3,648.30","","1.99%"
"05/19/2022","3,648.30","3,637.99","3,648.30","3,584.14","","0.28%"
"05/18/2022","3,637.99","3,651.15","3,661.03","3,614.40","","-0.36%"
"05/17/2022","3,651.15","3,602.58","3,651.32","3,602.58","","1.35%"
"05/16/2022","3,602.58","3,630.56","3,657.58","3,594.58","","-0.77%"
"05/13/2022","3,630.56","3,601.73","3,644.25","3,601.73","","0.80%"
"05/12/2022","3,601.73","3,615.19","3,625.87","3,580.98","","-0.37%"
"05/11/2022","3,615.19","3,564.02","3,668.02","3,560.90","","1.44%"
"05/10/2022","3,564.02","3,523.50","3,576.12","3,460.57","","1.15%"
"05/09/2022","3,523.50","3,551.36","3,556.80","3,503.60","","-0.78%"
"05/06/2022","3,551.36","3,644.48","3,644.48","3,545.80","","-2.56%"
"05/05/2022","3,644.48","3,643.87","3,671.41","3,627.03","","0.02%"
"04/29/2022","3,643.87","3,559.28","3,645.28","3,537.46","","2.38%"
"04/28/2022","3,559.28","3,534.70","3,578.22","3,515.35","","0.70%"
"04/27/2022","3,534.70","3,431.28","3,534.74","3,408.93","","3.01%"
"04/26/2022","3,431.28","3,453.81","3,510.43","3,421.86","","-0.65%"
"04/25/2022","3,453.81","3,637.37","3,637.37","3,453.81","","-5.05%"
"04/22/2022","3,637.37","3,623.52","3,658.44","3,581.75","","0.38%"
"04/21/2022","3,623.52","3,695.73","3,710.60","3,607.78","","-1.95%"
"04/20/2022","3,695.73","3,755.14","3,755.14","3,686.56","","-1.58%"
"04/19/2022","3,755.14","3,781.20","3,800.95","3,736.54","","-0.69%"
"04/18/2022","3,781.20","3,799.72","3,799.72","3,736.84","","-0.49%"
"04/15/2022","3,799.72","3,804.36","3,821.14","3,770.37","","-0.12%"
"04/14/2022","3,804.36","3,756.40","3,826.75","3,756.40","","1.28%"
"04/13/2022","3,756.40","3,794.00","3,805.46","3,756.40","","-0.99%"
"04/12/2022","3,794.00","3,727.23","3,794.00","3,702.49","","1.79%"
